Symbol,ProductDiver,Internationalisation (Percenatage of Oversea Sales),Year,BigDataCapability,SybolYear,FrontierIDYear,Operational Efficiency_2015,Operational Efficiency_2016,Grant Invention Patent,Customer Concentration,Supplier Concentration,Environmental Munificence,Environmental Instability,Complexity,Firm Income(Sales),LnFirm Income,Return on Assests(A),Return on Assets(B),R&D Expenditure,LnR&Dexpenditure,R&D Intensity,OperationalCost,LnOperational Cost,FirmSize,LnFirmSize,FirmAge,CapitalExpenditure,OperationalIncome,GIndstruyCode,SIndustryode,EstablishYear
603355,#N/A,#N/A,2015,2,6033552015,13832015,0.87475212,0.81584247,3,48.25,13.02,2.28,0.687202051,#N/A,"¾3,112,643,997.53",21.85873836,0.097738,0.108279,145851479,8.163910837,0.036437872,"$4,002,744,130.00",22.110246,8011,3.903686732,14,78777189.65,3112643998,5,38,2001
300417,1.376532787,0.0241,2015,2,3004172015,9492015,0.67012431,0.73272605,2,14.88,31.93,3.54,0.586050438,#N/A,"¾90,152,615.27",18.31701452,0.083006,0.105726,12740821.96,7.105197447,0.075398375,"$168,980,059.50",18.94529127,351,2.545307116,19,5389494.34,90152615.27,5,40,1996
300435,0.943674219,0.0357,2015,1,3004352015,9602015,0.77254209,0.81982296,2,69.75,37.54,1.85,0.018339586,#N/A,"¾300,297,518.52",19.52028427,0.099586,0.113765,14177319.15,7.151594116,0.030656047,"$462,464,028.40",19.95207934,401,2.603144373,9,8704312.14,300297518.5,5,34,2006
300416,0,#N/A,2015,1,3004162015,9482015,0.6732743,0.67622074,4,12.86,22.97,3.54,0.586050438,#N/A,"¾165,696,354.67",18.92566748,0.086952,0.101637,19809263.46,7.296868328,0.063302064,"$312,932,345.40",19.56149758,584,2.766412847,8,65439410.53,165696354.7,5,40,2007
300455,1.029200625,#N/A,2015,2,3004552015,9752015,0.70539028,0.69429836,2,20.63,28.52,1.38,0.001673351,-0.93,"¾144,869,974.78",18.79134717,0.082959,0.100149,29779700.69,7.473920328,0.118128707,"$252,095,375.80",19.34531805,244,2.387389826,8,9666475.7,144869974.8,5,39,2007
300414,0.614605324,#N/A,2015,2,3004142015,9472015,0.77491981,0.81319473,3,74,28.82,1.38,0.001673351,-0.93,"¾231,124,554.81",19.25846732,0.100728,0.127131,14232166.46,7.153271015,0.039558757,"$359,772,846.80",19.70098341,564,2.751279104,11,5302103.85,231124554.8,5,39,2004
300421,0.070721754,0.352,2015,1,3004212015,9522015,0.87492828,0.89053428,8,29.66,71.8,1.85,0.018339586,#N/A,"¾361,537,338.67",19.70587588,0.077834,0.080862,16613070.55,7.220449909,0.034747758,"$478,104,824.70",19.98534057,501,2.699837726,15,2827962.89,361537338.7,5,34,2000
300394,0.107992276,0.1419,2015,1,3003942015,9322015,0.48365067,0.49795153,1,36.3,69.04,1.38,0.001673351,#N/A,"¾87,507,001.25",18.28722936,0.145974,0.196222,14827479.12,7.171067321,0.06255505,"$237,030,890.90",19.28370103,975,2.989004616,10,70182396.5,87507001.25,5,39,2005
300427,0.826028917,0.0431,2015,2,3004272015,9562015,0.61544417,0.58546204,3,23.62,35.44,2.28,0.687202051,#N/A,"¾152,204,330.76",18.84073446,0.099437,0.127634,17014668.12,7.230823482,0.055739263,"$305,254,632.80",19.53665685,560,2.748188027,10,10561136.23,152204330.8,5,38,2005
300424,0.771474494,#N/A,2015,2,3004242015,9542015,0.63522971,0.71522237,1,59.06,28.99,7.68,0.901011801,#N/A,"¾211,849,021.36",19.17138442,0.071892,0.077697,41368655.21,7.616671403,0.100252049,"$412,646,482.20",19.83810181,568,2.754348336,10,37810701.82,211849021.4,5,37,2005
300470,1.471130896,#N/A,2015,1,3004702015,9832015,0.5120159,0.50397379,3,41.54,25.52,1.85,0.018339586,#N/A,"¾136,442,760.19",18.73141575,0.089886,0.117618,20165383.16,7.304606478,0.062321361,"$323,570,970.90",19.59492903,559,2.747411808,22,4781596.5,136442760.2,5,34,1993
2759,0.480959296,#N/A,2015,1,27592015,6372015,0.86309321,0.78497208,4,41.11,30.42,2.28,0.687202051,#N/A,"¾281,623,900.42",19.45608305,0.091718,0.10935,12976252.71,7.113149295,0.031489844,"$412,077,390.40",19.83672173,678,2.831229694,19,167454694.2,281623900.4,5,38,1996
2766,1.134667516,#N/A,2015,3,27662015,6392015,0.875094,0.84416129,1,36.79,35.42,1.38,0.001673351,-0.93,"¾581,514,078.03",20.18114574,0.044397,0.050989,28114199.23,7.448925718,0.034772069,"$808,528,235.70",20.51072616,1800,3.255272505,18,99083017.85,581514078,5,39,1997
300376,0.928962915,0.0849,2015,4,3003762015,9202015,0.91278883,0.90966001,24,60.83,74.73,2.28,0.687202051,#N/A,"¾3,039,852,262.19",21.83507475,0.062804,0.080087,133407292.3,8.12517957,0.036228501,"$3,682,385,136.00",22.02682651,1660,3.220108088,14,442604838.5,3039852262,5,38,2001
2706,0.930225322,0.0339,2015,2,27062015,6162015,0.77000655,0.75293553,11,21.79,21.82,2.28,0.687202051,#N/A,"¾639,596,444.84",20.27634798,0.101546,0.1102,62364627.2,7.794938331,0.061561303,"$1,013,049,183.00",20.73623061,1318,3.11991541,16,199188163.2,639596444.8,5,38,1999
300391,0.269139318,0.0225,2015,1,3003912015,9302015,0.85701405,0.85045526,5,60.93,34.7,1.85,0.018339586,#N/A,"¾127,186,891.95",18.66116815,0.005692,0.005745,21541010.57,7.333266074,0.11263239,"$191,250,585.00",19.06909509,739,2.868644438,14,23860524.44,127186892,5,34,2001
300367,0,#N/A,2015,1,3003672015,9152015,0.51524048,#N/A,2,45.53,50.07,1.38,0.001673351,#N/A,"¾444,403,365.05",19.91224319,0.073632,0.102916,106198211.5,8.026117203,0.104445349,"$1,016,782,580.00",20.73990915,1177,3.070776463,15,29547101.72,444403365.1,5,39,2000
300403,1.386546532,#N/A,2015,1,3004032015,9392015,0.76216129,0.71499143,6,65.61,32.71,2.28,0.687202051,#N/A,"¾427,264,393.41",19.87291357,0.106946,0.111745,25642216.8,7.408955568,0.036826105,"$696,305,433.50",20.36129896,1557,3.192288613,13,114862332.2,427264393.4,5,38,2002
2723,0.761308034,#N/A,2015,2,27232015,6222015,0.95061917,0.95772821,6,34.25,31.75,2.28,0.687202051,#N/A,"¾597,103,742.60",20.20760143,0.043257,0.047509,24075929.18,7.381583057,0.03427173,"$702,501,125.10",20.37015756,1620,3.209515015,8,67405142.53,597103742.6,5,38,2007
300362,1.410611763,0.2334,2015,1,3003622015,9112015,0.69585216,0.72985795,4,40.86,23.99,1.85,0.018339586,#N/A,"¾275,529,524.23",19.43420535,0.014031,0.019869,5150085.35,6.711814426,0.010429699,"$493,790,412.30",20.01762172,1065,3.027349608,14,57570656.61,275529524.2,5,34,2001
2705,2.343067489,0.8806,2015,2,27052015,6152015,0.91173528,0.89819503,19,38.21,12.64,2.28,0.687202051,#N/A,"¾5,144,975,923.59",22.36128653,0.06089,0.062585,186162546.2,8.26989231,0.0295144,"$6,307,515,932.00",22.56500776,20119,4.303606391,20,361089622.3,5144975924,5,38,1995
2745,1.101364796,#N/A,2015,3,27452015,6292015,0.91158128,0.88520947,4,28.11,45.92,1.38,0.001673351,#N/A,"¾3,066,813,783.53",21.843905,0.033555,0.040034,151144399.8,8.17939206,0.038938597,"$3,881,608,744.00",22.07951553,12511,4.097292024,18,629520666.1,3066813784,5,39,1997
603699,0.137839602,0.6608,2015,1,6036992015,14012015,0.69321941,0.7608862,3,18.22,11.93,1.85,0.018339586,#N/A,"¾1,255,197,445.35",20.95055872,0.086847,0.085611,38400502.78,7.584336911,0.017861674,"$2,149,882,618.00",21.48867908,3895,3.590507462,13,200745172.8,1255197445,5,34,2002
300389,0.219093494,#N/A,2015,3,3003892015,9282015,0.79791652,0.78478598,1,21.25,41.13,1.38,0.001673351,-0.93,"¾679,897,780.41",20.33745302,0.096765,0.099806,37773202.86,7.577183811,0.037268639,"$1,013,538,570.00",20.73671358,1194,3.077004327,14,53227424.14,679897780.4,5,39,2001
300476,0.68646368,#N/A,2015,1,3004762015,9872015,0.89974992,0.86939705,7,27.61,35.81,1.38,0.001673351,-0.93,"¾971,570,340.49",20.69442423,0.063814,0.077438,73463654.59,7.866072529,0.057186559,"$1,284,631,484.00",20.97373773,3018,3.479719235,9,168683494.5,971570340.5,5,39,2006
300480,0,#N/A,2015,2,3004802015,9902015,0.53654467,0.48990258,6,41.91,28.5,3.54,0.586050438,#N/A,"¾50,418,477.49",17.73586828,0.048517,0.0563,16864097.15,7.226963095,0.139702901,"$120,714,008.20",18.60893474,352,2.546542663,21,5453120.77,50418477.49,5,40,1994
300390,0.401229752,0.1191,2015,2,3003902015,9292015,0.90870875,0.92219434,2,42.24,22.14,1.38,0.001673351,#N/A,"¾340,116,843.66",19.64479977,0.049979,0.070381,14898793.07,7.173151088,0.032379545,"$460,129,789.70",19.94701916,1354,3.131618664,18,83910841.58,340116843.7,5,39,1997
2724,1.15513169,0.0516,2015,1,27242015,6232015,0.36490077,0.35332369,465,3.83,20.62,2.28,0.687202051,#N/A,"¾266,792,332.80",19.40198113,0.038114,0.037965,57187071.49,7.757297857,0.063798171,"$896,374,775.70",20.61386916,2682,3.428458774,20,68837356.51,266792332.8,5,38,1995
300490,0.847296645,0.0776,2015,2,3004902015,9962015,0.77283093,0.80420911,3,12.92,14.61,2.28,0.687202051,#N/A,"¾263,452,040.46",19.3893819,0.045749,0.053778,26552310.86,7.424102324,0.063321626,"$419,324,527.60",19.85415571,734,2.86569606,6,22134338.23,263452040.5,5,38,2009
2747,0,#N/A,2015,4,27472015,6302015,0.81813658,0.84059489,19,28.68,36.88,3.54,0.586050438,#N/A,"¾315,727,023.79",19.57038855,0.070008,0.086936,53050989.6,7.72469349,0.109803657,"$483,144,103.40",19.99582552,791,2.898176483,13,109324386.6,315727023.8,5,40,2002
2729,1.298073942,#N/A,2015,1,27292015,6252015,0.75764374,0.77886606,1,42.36,49.07,1.38,0.001673351,-0.93,"¾89,877,130.57",18.31395408,0.057991,0.059886,7070560.45,6.84945384,0.045053134,"$156,938,258.90",18.87136303,478,2.679427897,23,61579954.49,89877130.57,5,39,1992
300410,0.817944679,0.0068,2015,4,3004102015,9452015,0.81727505,0.74876031,2,22.21,26.5,3.54,0.586050438,#N/A,"¾230,394,404.61",19.2553032,0.050569,0.061743,21057894.26,7.323414941,0.058971904,"$357,083,508.70",19.69348023,724,2.859738566,18,75617639.5,230394404.6,5,40,1997
300408,1.481832746,0.1873,2015,1,3004082015,9432015,0.59570935,0.62458908,7,18.38,20.89,1.38,0.001673351,-0.93,"¾1,250,934,045.19",20.94715635,0.175344,0.190202,82275377.46,7.915269883,0.033052609,"$2,489,224,909.00",21.63523722,8198,3.913707914,23,139494543,1250934045,5,39,1992
153,1.367704824,#N/A,2015,2,1532015,142015,0.36271893,#N/A,3,10.04,15.34,3.88,0.322892981,#N/A,"¾1,136,693,916.15",20.85138981,0.01365,0.013854,34337701.85,7.535771225,0.022092146,"$1,554,294,539.00",21.16428761,4547,3.657724954,18,50327649.74,1136693916,5,27,1997
423,0.562733587,#N/A,2015,1,4232015,242015,0.40085543,0.37098754,16,12.29,14.48,3.88,0.322892981,#N/A,"¾1,928,749,946.98",21.38013793,0.190244,0.203848,155846222.2,8.192696279,0.028597405,"$5,449,663,158.00",22.41881964,5117,3.709015417,22,284251684.4,1928749947,5,27,1993
513,1.848033477,0.0974,2015,1,5132015,282015,0.4400446,0.4012381,8,7.26,32.06,3.88,0.322892981,#N/A,"¾2,575,330,534.39",21.66924373,0.081654,0.085768,375704450.6,8.57484634,0.05674851,"$6,620,516,537.00",22.61343923,5913,3.771807879,23,477133933.6,2575330534,5,27,1992
538,0.6975296,0.0043,2015,1,5382015,362015,0.71815471,0.72227995,1,10.49,8.18,3.88,0.322892981,#N/A,"¾14,405,904,824.56",23.39090402,0.142843,0.154668,100373029.3,8.001617032,0.004840024,"$20,738,126,205.00",23.75523969,8151,3.911210893,22,135804696.7,14405904825,5,27,1993
756,1.003846194,0.2005,2015,4,7562015,752015,0.47714507,0.46019852,15,11.33,18.73,3.88,0.322892981,#N/A,"¾2,760,385,994.80",21.73863636,0.020927,0.021519,117845628.9,8.071313479,0.032761896,"$3,597,033,210.00",22.00337523,6348,3.802636918,22,169085638.3,2760385995,5,27,1993
766,1.92564499,#N/A,2015,1,7662015,772015,0.63637315,#N/A,1,15.34,67.72,3.88,0.322892981,#N/A,"¾96,447,543.01",18.38450982,0.001651,0.002523,7932199.5,6.899393628,0.040151098,"$197,558,721.30",19.10154642,867,2.938019097,22,28070234.02,96447543.01,5,27,1993
788,1.424795067,0.1458,2015,1,7882015,812015,0.94065694,0.88491328,14,16.15,28.12,3.88,0.322892981,#N/A,"¾1,760,204,486.41",21.28869582,0.003753,0.003031,12982088.3,7.113344559,0.006456417,"$2,010,726,351.00",21.42176186,876,2.942504106,22,150885449.8,1760204486,5,27,1993
790,0.606432469,#N/A,2015,4,7902015,822015,0.56569713,0.5317803,3,32.26,48.78,3.88,0.322892981,#N/A,"¾214,737,842.91",19.18492851,-0.040404,-0.037626,32316958.35,7.509430479,0.069752065,"$463,311,851.90",19.95391093,827,2.91750551,27,15707282.56,214737842.9,5,27,1988
915,0,#N/A,2015,2,9152015,1132015,0.45372603,0.47783798,5,14.5,23.53,3.88,0.322892981,#N/A,"¾464,870,176.82",19.95726873,0.125653,0.129584,51372369.12,7.710729594,0.04166567,"$1,232,966,348.00",20.93268877,2467,3.392169149,22,80726831.86,464870176.8,5,27,1993
952,0.477144481,0.5035,2015,2,9522015,1262015,0.84550216,0.59160381,1,25.93,36.05,3.88,0.322892981,#N/A,"¾379,300,310.54",19.75383883,0.011363,0.011498,14333378.73,7.156348576,0.025579082,"$560,355,472.00",20.14408191,1218,3.085647288,22,109937553.8,379300310.5,5,27,1993
989,0.086870459,#N/A,2015,3,9892015,1362015,0.2566031,0.46293062,1,45.3,58.72,3.88,0.322892981,#N/A,"¾181,571,968.28",19.01716265,0.105356,0.15673,26727474.77,7.426957928,0.030667913,"$871,512,680.70",20.58574097,3800,3.579783597,16,48271684.81,181571968.3,5,27,1999
999,0.90066911,0.0067,2015,2,9992015,1382015,0.4376252,0.41963826,5,14.68,15.98,3.88,0.322892981,#N/A,"¾3,067,029,682.23",21.8439754,0.106055,0.112375,242993167.7,8.385594063,0.030757891,"$7,900,189,564.00",22.79015259,12285,4.089375161,16,330648690.5,3067029682,5,27,1999
2001,0.85180261,0.6311,2015,3,20012015,1392015,0.85909848,0.64151715,13,32.34,14.15,3.88,0.322892981,#N/A,"¾2,782,091,640.13",21.74646887,0.040089,0.041366,201930615.1,8.305202168,0.052826251,"$3,822,542,972.00",22.06418174,5918,3.772174961,16,1146123126,2782091640,5,27,1999
2007,1.260774115,#N/A,2015,1,20072015,1442015,0.20437421,0.26589733,2,24.57,21.83,3.88,0.322892981,#N/A,"¾618,940,293.90",20.24351937,0.144722,0.1494,69433205.53,7.841567216,0.047176883,"$1,471,763,308.00",21.10972705,1515,3.180412633,15,229337038.5,618940293.9,5,27,2000
2019,0.81346254,0.2207,2015,4,20192015,1552015,0.50021539,0.47218775,2,9.75,47.3,3.88,0.322892981,#N/A,"¾1,451,424,653.80",21.09581143,0.079609,0.091852,41243906.11,7.61535979,0.016938438,"$2,434,929,766.00",21.61318375,3033,3.48187241,15,217153238.2,1451424654,5,27,2000
2020,0.147041591,0.1423,2015,4,20202015,1562015,0.59090498,0.54083329,4,12.17,30.71,3.88,0.322892981,#N/A,"¾698,744,833.53",20.36479619,0.056675,0.066586,74424617.86,7.871716613,0.052571032,"$1,415,696,357.00",21.07088737,2270,3.356025857,14,114306964.5,698744833.5,5,27,2001
2022,0.718522142,0.0332,2015,2,20222015,1582015,0.68762036,0.68623425,2,17.84,56.3,3.88,0.322892981,#N/A,"¾668,590,491.18",20.32068231,0.101303,0.119896,61773678.49,7.790803463,0.053447455,"$1,155,783,343.00",20.86804417,1039,3.016615548,17,85619638.33,668590491.2,5,27,1998
2030,1.25861793,0.7054,2015,2,20302015,1622015,0.7473874,0.67882536,3,4.61,13.61,3.88,0.322892981,#N/A,"¾919,511,726.09",20.63935335,0.038712,0.050844,113653146.2,8.055581463,0.077087521,"$1,474,339,102.00",21.11147566,2156,3.333648757,14,154233868.3,919511726.1,5,27,2001
2102,1.454356453,#N/A,2015,1,21022015,2092015,0.380211,0.3383112,2,22.12,55.32,3.88,0.322892981,#N/A,"¾992,809,638.68",20.7160495,0.039268,0.04099,16827273.02,7.226013741,0.012784414,"$1,316,233,434.00",20.99804004,845,2.926856709,13,131020524.4,992809638.7,5,27,2002
2107,1.086538368,#N/A,2015,1,21072015,2132015,0.33818267,#N/A,3,24.73,48.42,3.88,0.322892981,#N/A,"¾129,631,959.64",18.68020991,0.122605,0.106557,24461523.61,7.388483504,0.052165257,"$468,923,668.90",19.96595056,1420,3.152288344,12,9595699.02,129631959.6,5,27,2003
2166,0.739659876,0.4646,2015,1,21662015,2512015,0.15461972,0.20556406,3,72.16,36.99,3.88,0.322892981,#N/A,"¾355,831,744.12",19.68996855,0.03709,0.042652,12157120.32,7.084830715,0.02363032,"$514,471,244.30",20.05865022,427,2.630427875,11,151342347.5,355831744.1,5,27,2004
2262,1.367082836,0.0123,2015,2,22622015,3142015,0.67839896,0.61795643,5,11.43,19.34,3.88,0.322892981,#N/A,"¾1,607,824,070.74",21.19814759,0.100074,0.114128,72816172.79,7.862227849,0.026320041,"$2,766,567,623.00",21.74087326,3356,3.525821952,8,216630731.5,1607824071,5,27,2007
2275,0.20520955,0.01,2015,2,22752015,3212015,0.33141588,0.31806422,2,16.02,32.52,3.88,0.322892981,#N/A,"¾376,906,564.43",19.74750787,0.13649,0.135901,56821987.62,7.754516421,0.041420841,"$1,371,821,207.00",21.03940504,2633,3.420450859,14,125015207,376906564.4,5,27,2001
2287,0.703502137,0.0028,2015,1,22872015,3292015,0.24482598,0.19163652,1,38.07,42.07,3.88,0.322892981,#N/A,"¾201,047,419.44",19.11905136,0.126252,0.135348,40691812.76,7.609507037,0.040907484,"$994,727,830.00",20.71797972,1922,3.283753383,8,64903946.93,201047419.4,5,27,2007
2294,0.520815074,#N/A,2015,1,22942015,3342015,0.30217968,0.28438842,2,17.33,47.88,3.88,0.322892981,#N/A,"¾912,288,423.81",20.63146675,0.235697,0.25386,314775118,8.498000395,0.090512627,"$3,477,692,868.00",21.96963494,3121,3.494293769,8,235569432.2,912288423.8,5,27,2007
2317,1.075059793,#N/A,2015,2,23172015,3492015,0.42788057,0.36107875,5,50.14,22.22,3.88,0.322892981,#N/A,"¾573,144,195.48",20.16664789,0.088671,0.104827,107515107.1,8.031469492,0.068145157,"$1,577,736,594.00",21.17925712,1935,3.286680969,14,76569077.07,573144195.5,5,27,2001
2332,1.315752415,0.1954,2015,3,23322015,3582015,0.65670684,0.57048749,5,13.53,31.11,3.88,0.322892981,#N/A,"¾1,395,789,401.76",21.05672597,0.030417,0.033518,86496266.5,7.936997362,0.034874065,"$2,480,246,154.00",21.63162365,3974,3.599227863,15,115045124.8,1395789402,5,27,2000
2370,1.183694975,#N/A,2015,3,23702015,3812015,0.7301079,0.73068893,1,33.4,31.61,3.88,0.322892981,#N/A,"¾272,791,977.51",19.42422008,0.027409,0.038831,22834456.29,7.358590675,0.049302984,"$463,145,519.00",19.95355186,955,2.980003372,14,34162138.41,272791977.5,5,27,2001
2390,0.822334387,#N/A,2015,4,23902015,3962015,0.90122635,0.88656557,2,32.72,12.54,3.88,0.322892981,#N/A,"¾3,318,621,547.36",21.92281534,0.02589,0.028719,6943773.18,6.841595526,0.001661287,"$4,179,756,099.00",22.15351873,5265,3.721398376,20,492478131.9,3318621547,5,27,1995
2399,0.372582275,0.888,2015,1,23992015,4042015,0.73065663,0.80159944,1,76.42,21.05,3.88,0.322892981,#N/A,"¾1,443,572,380.85",21.0903867,0.046684,0.051412,106200319,8.026125821,0.046329154,"$2,292,300,000.00",21.55282152,1636,3.213783299,17,168848790.7,1443572381,5,27,1998
2411,1.488643757,#N/A,2015,2,24112015,4142015,0.4800266,0.54304611,4,19.64,50.01,3.88,0.322892981,#N/A,"¾780,097,621.66",20.47492963,0.064347,0.094754,61711197.58,7.790363975,0.030498703,"$2,023,403,966.00",21.42804706,5266,3.721480855,8,1691274362,780097621.7,5,27,2007
2422,0.612025536,#N/A,2015,1,24222015,4222015,0.28104134,0.25593293,11,29.17,16.45,3.88,0.322892981,#N/A,"¾4,505,536,126.00",22.22857273,0.023995,0.024752,498232129,8.69743173,0.064177549,"$7,763,339,982.00",22.77267849,21460,4.331629718,13,1840081290,4505536126,5,27,2002
2424,0.196937134,#N/A,2015,3,24242015,4242015,0.45221212,0.42329254,4,17.92,36.79,3.88,0.322892981,#N/A,"¾720,559,100.67",20.395538,0.108329,0.112371,31684740.95,7.500850161,0.016684191,"$1,899,087,619.00",21.36463941,4463,3.649626887,8,121044028.1,720559100.7,5,27,2007
2433,1.130071226,#N/A,2015,1,24332015,4322015,0.23655435,#N/A,1,17.45,31.26,3.88,0.322892981,#N/A,"¾1,697,114,316.78",21.25219518,0.033325,0.037749,22359227.85,7.349456802,0.009427719,"$2,371,647,776.00",21.58685081,1662,3.220631019,8,359789898.7,1697114317,5,27,2007
2437,1.668611551,0.0023,2015,2,24372015,4362015,0.43203366,0.47838332,1,21.08,71.81,3.88,0.322892981,#N/A,"¾986,780,509.61",20.70995819,0.084275,0.10589,126135521.7,8.100837408,0.047043984,"$2,681,225,308.00",21.70953973,3057,3.485295439,15,283095765,986780509.6,5,27,2000
2550,0.654487788,0.2624,2015,2,25502015,5152015,0.40751161,0.43500138,2,40.63,46.81,3.88,0.322892981,#N/A,"¾248,369,640.36",19.33042868,0.09258,0.101982,41268407.08,7.615617706,0.054512047,"$757,051,128.70",20.44494135,1033,3.014100322,12,215775339.5,248369640.4,5,27,2003
2566,1.844740672,#N/A,2015,1,25662015,5242015,0.32729409,#N/A,1,14.43,40.21,3.88,0.322892981,#N/A,"¾217,396,528.86",19.19723357,0.003992,0.004104,31679103.69,7.500772885,0.038651997,"$819,598,117.30",20.52432468,1803,3.255995727,18,102250857.5,217396528.9,5,27,1997
2603,0.873024393,0.0014,2015,2,26032015,5502015,0.43179263,0.39228293,4,13.94,28.37,3.88,0.322892981,#N/A,"¾1,164,411,232.76",20.87548142,0.074787,0.079076,217589975.7,8.337638884,0.068322416,"$3,184,752,369.00",21.88164037,4690,3.671172843,14,478433943.3,1164411233,5,27,2001
2653,1.238897836,#N/A,2015,2,26532015,5832015,0.40344242,0.31137264,2,13.09,70.67,3.88,0.322892981,#N/A,"¾399,415,087.03",19.80551175,0.115307,0.12197,191178021.4,8.281437963,0.157678662,"$1,212,453,344.00",20.9159117,1894,3.277379975,10,283675393.5,399415087,5,27,2005
2675,1.458892088,0.6743,2015,3,26752015,5962015,0.7546556,0.63534127,1,30.46,56.22,3.88,0.322892981,#N/A,"¾493,275,279.22",20.01657795,0.043777,0.056601,39285289.77,7.594229961,0.049420694,"$794,915,779.20",20.49374673,1015,3.006466042,17,82042371.58,493275279.2,5,27,1998
2680,0.467115083,#N/A,2015,1,26802015,6002015,0.27176007,0.24977865,4,24.51,53.37,3.88,0.322892981,#N/A,"¾177,678,010.68",18.99548354,0.079328,0.111579,18378250.46,7.264304166,0.023102306,"$795,515,837.30",20.49450131,1105,3.043362278,9,68332197.4,177678010.7,5,27,2006
2693,0.675411096,#N/A,2015,3,26932015,6102015,0.58872621,0.65547168,4,39.72,40.93,3.88,0.322892981,#N/A,"¾102,135,343.95",18.44180939,0.033983,0.042208,34739232.6,7.540820221,0.150405583,"$230,970,366.90",19.25779998,559,2.747411808,15,289675476.9,102135344,5,27,2000
2728,0.648393355,#N/A,2015,3,27282015,6242015,0.68703254,#N/A,1,20.18,25.64,3.88,0.322892981,#N/A,"¾282,661,516.85",19.45976069,0.050752,0.066927,28444418.43,7.453997059,0.055067209,"$516,540,038.80",20.06266336,1020,3.008600172,13,101240615.7,282661516.9,5,27,2002
2773,0.996993971,#N/A,2015,1,27732015,6422015,0.128571,0.11308843,7,20.93,25.22,3.88,0.322892981,#N/A,"¾225,502,277.53",19.23384082,0.136836,0.163974,115449480.7,8.062391984,0.055655683,"$2,074,352,062.00",21.45291468,3701,3.568319085,19,115828126.4,225502277.5,5,27,1996
300006,1.546793727,#N/A,2015,3,3000062015,6482015,0.75753829,0.70235759,3,19.98,48.57,3.88,0.322892981,#N/A,"¾606,593,010.00",20.22336863,0.006574,0.00763,65843411.17,7.818512322,0.068304051,"$963,975,193.10",20.68657612,1625,3.210853365,8,55187138.69,606593010,5,27,2007
300026,1.134085282,#N/A,2015,1,3000262015,6612015,0.20153244,0.2878693,5,18.94,40.88,3.88,0.322892981,#N/A,"¾578,724,309.92",20.17633677,0.082847,0.112702,115404472.8,8.062222641,0.034467094,"$3,348,250,748.00",21.93170388,5183,3.714581209,15,223353769.7,578724309.9,5,27,2000
300039,0.304677496,#N/A,2015,1,3000392015,6712015,0.21090663,0.21743159,1,17.11,67.53,3.88,0.322892981,#N/A,"¾250,363,688.48",19.33842517,0.116064,0.119141,58776142.75,7.769201082,0.042109632,"$1,395,788,576.00",21.05672538,1579,3.19838213,15,50400676.33,250363688.5,5,27,2000
300049,0.751209718,0.3421,2015,4,3000492015,6792015,0.94288586,0.95909848,1,29.86,56.39,3.88,0.322892981,#N/A,"¾197,046,952.65",19.0989526,0.046575,0.056378,57083519.72,7.756510743,0.09447922,"$604,191,265.00",20.21940137,579,2.762678564,14,127450378.1,197046952.7,5,27,2001
300086,1.217166258,#N/A,2015,3,3000862015,7032015,0.63085997,0.72472551,3,17.62,52.93,3.88,0.322892981,#N/A,"¾205,402,841.23",19.14048369,0.032054,0.033353,30060143.93,7.477991056,0.073360854,"$409,757,276.60",19.83107553,880,2.944482672,8,56386763.17,205402841.2,5,27,2007
300110,0.967314187,#N/A,2015,4,3001102015,7222015,0.87740552,0.96976215,4,10.84,10.07,3.88,0.322892981,#N/A,"¾609,571,964.57",20.22826757,0.008068,0.008259,54007259.85,7.732452143,0.048835747,"$1,105,896,042.00",20.82392174,2952,3.470116353,17,156733521.3,609571964.6,5,27,1998
300119,1.100307068,#N/A,2015,4,3001192015,7302015,0.9140685,0.92318549,3,9.69,10.68,3.88,0.322892981,#N/A,"¾327,192,453.63",19.6060591,0.052149,0.056468,72909929.69,7.862786679,0.091961099,"$792,834,473.10",20.49112502,1954,3.290924559,14,151097578.5,327192453.6,5,27,2001
300142,0,#N/A,2015,4,3001422015,7472015,0.70135924,#N/A,3,40.96,57.25,3.88,0.322892981,#N/A,"¾574,903,714.15",20.16971313,-0.147759,-0.151266,267633087.1,8.427539804,0.266029721,"$1,006,027,017.00",20.72927476,1270,3.103803721,14,264747763.7,574903714.2,5,27,2001
300143,1.255629577,#N/A,2015,2,3001432015,7482015,0.37353659,#N/A,1,37.19,26.27,3.88,0.322892981,#N/A,"¾192,741,490.38",19.07686042,0.00819,0.011416,3552965.85,6.550591033,0.012682948,"$280,137,234.40",19.45079016,1134,3.054613055,17,31907474.82,192741490.4,5,27,1998
300158,0.742165178,#N/A,2015,1,3001582015,7592015,0.62657221,#N/A,3,8.36,24.55,3.88,0.322892981,#N/A,"¾1,229,237,315.73",20.92965975,0.013553,0.015924,62608203.59,7.796631243,0.027677112,"$2,262,093,089.00",21.53955637,3435,3.535926741,20,46917901.64,1229237316,5,27,1995
300181,1.073242179,#N/A,2015,2,3001812015,7762015,0.38255856,#N/A,9,60.46,39.74,3.88,0.322892981,#N/A,"¾210,341,372.71",19.16424235,0.050599,0.061764,22493163.95,7.352050549,0.033528993,"$670,857,129.50",20.32406675,1734,3.239049093,15,26084054.85,210341372.7,5,27,2000
